name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"waco, texas",2021-11-05T00:00:00,5.8,5.8,4,87.7,0,0,,0,0,,0.2,360,1024.3,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T01:00:00,5.6,5.6,4.3,91.46,0,0,,0,0,,0.2,359,1024.3,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T02:00:00,4.5,4.5,3.5,93.18,0,0,,0,0,,0.2,360,1024,0,9.7,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T03:00:00,3.4,3.4,2.5,93.19,0,0,,0,0,,0,0,1023.9,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T04:00:00,3.4,2,2.5,93.19,0,0,,0,0,,5.9,281,1024.2,0,12.1,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T05:00:00,3.4,3.4,2.3,92.48,0,0,,0,0,,2,353,1024.2,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T06:00:00,3.3,3.3,2.2,92.36,0,0,,0,0,,0.2,359,1024.3,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T07:00:00,2.3,2.3,1.4,93.44,0,0,,0,0,,0.2,359,1024.8,0,15.6,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T08:00:00,1.8,-0.5,0.9,93.6,0,0,,0,0,,7.6,271,1025.2,0,15.4,9,0,0,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T09:00:00,5.9,5.9,4.3,89.26,0,0,,0,0,,0.1,358,1026.1,0,16,53,0.2,1,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T10:00:00,8.7,8.7,6.1,83.78,0,0,,0,0,,0,0,1026.7,0,16,219,0.8,2,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T11:00:00,11.6,11.6,5,63.81,0,0,,0,0,,6.2,110,1026.7,0,16,391,1.4,4,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T12:00:00,13.4,13.4,2.9,49.3,0,0,,0,0,,8.5,142,1026.4,0,16,527,1.9,5,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T13:00:00,15,15,3.6,46.29,0,0,,0,0,,6.6,152,1025.4,0,16,553,2,6,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T14:00:00,15.5,15.5,3.5,44.76,0,0,,0,0,,5.9,116,1024,0,16,539,1.9,5,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T15:00:00,16.1,16.1,3.6,43.23,0,0,,0,0,,8.3,100,1023,0,16,478,1.7,5,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T16:00:00,16.9,16.9,3.9,42.23,0,0,,0,0,,8.5,60,1022.3,0,16,357,1.3,4,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T17:00:00,16.9,16.9,3.6,41.11,0,0,,0,0,,4.3,17,1022,0,16,152,0.5,2,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T18:00:00,15.9,15.9,4.1,45.38,0,0,,0,0,,5.5,117,1021.7,0,16,36,0.1,0,,Clear,clear-day,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T19:00:00,13.3,13.3,4.8,56.47,0,0,,0,0,,4.4,96,1021.9,0,16,7,0,0,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984,AU525"
"waco, texas",2021-11-05T20:00:00,10.8,10.8,5.7,71.04,0,0,,0,0,,0.2,3,1022.7,0,16,16,0.1,0,,Clear,clear-night,"KACT,TMPT2,KPWG,KTPL,72256013959,72256353952,72257793984"
"waco, texas",2021-11-05T21:00:00,10,9.5,4.7,69.71,0,0,,0,0,,5.9,78,1022.8,0,16,,,,,Clear,clear-night,"KACT,KPWG,KTPL,72256013959,72256353952,72257793984"
